-32.91300201,489.0333862
-40.97723389,595.8010864
-49.19291687,690.6186523
-58.55970764,770.0892944
-65.5796814,828.1619873
-71.09849548,855.4759521
-75.59537506,843.2169189
-77.85684204,772.4269409
-79.98271942,616.1154175
-82.80896759,374.1008911
-84.37638092,84.70536804
-86.65740204,-202.5187073
-88.13006592,-445.3460999
-89.58454132,-592.6081543
-90.84770966,-674.9441528
-91.03739166,-667.743103
-91.29473877,-650.4689941
-92.97470856,-604.5742188
-91.8712616,-548.8324585
-91.99517059,-483.3312378
-91.60379028,-427.9541931
-93.49082947,-381.4684448
-97.94143677,-335.2126465
-102.0936584,-308.6841736
-109.1056595,-277.6177063
-114.3974152,-261.1136169
-120.7947693,-246.4751892
-126.5157623,-250.2503967
-135.4331055,-245.8135681
-146.9573517,-250.0288696
-158.3262634,-252.8455505
-169.5812988,-259.2285156
-180.8895416,-268.6736755
-193.8776093,-281.3682861
-208.4635468,-296.0419312
-223.7644958,-311.0183716
-239.6035004,-326.0434875
-256.3946533,-341.559082
-272.4358215,-353.7969971
-285.844574,-364.3092041
-300.1292114,-372.6553345
-311.057373,-378.855835
-323.6347351,-384.0690918
-336.2316895,-387.4047852
-348.5438232,-389.5551147
-361.9959412,-389.5297852
-371.2090454,-387.5776978
-383.4899292,-384.3985596
-391.9801636,-379.0585327
-402.1672974,-372.1967163
-409.756897,-364.2965088
-414.9370117,-355.4994507
-420.5445557,-347.053833
-428.1291809,-339.0380859
-436.3298035,-332.4017334
-446.9354248,-325.4246216
-457.6235657,-319.4625854
-467.3093872,-310.8564453
-475.9701538,-301.6907654
-485.5539246,-291.9099426
-493.1835022,-282.0526733
-505.250061,-271.7528687
-510.742218,-261.5986023
-516.9219971,-253.1162415
-517.2932129,-244.3686523
-515.9173584,-234.4377747
-511.1351318,-224.1191101
-509.593689,-213.7609863
-520.6453247,-201.2121887
-542.7457886,-187.7389221
-585.2071533,-173.3630981
-639.1218872,-157.5575562
-668.8189087,-140.2259216
-666.6309204,-122.4424133
-645.0134888,-103.013031
-654.0770264,-82.91848755
-702.0621338,-62.28393555
-758.6191406,-39.4642334
-797.6893921,-14.4503479
-822.7666016,10.80633545
-835.3458252,35.82984924
-830.8944092,61.45111084
-816.994751,87.55517578
-803.0093994,113.1497498
-796.9379272,137.5962219
-780.9788818,160.7229919
-753.2571411,180.5271912
-724.3096924,198.4668121
-700.9202881,213.2792358
-689.0628662,224.5851746
-686.5522461,232.6213226
-671.5874023,239.0881348
-626.7978516,244.3050842
-540.2590942,248.9163818
-425.6578064,255.0408173
-311.960083,261.7430115
-211.8914185,267.3748169
-126.3719482,274.7660828
-56.41394043,282.5631104
-28.48235703,293.9187317
-72.75406647,302.9123535
-179.8960724,312.0198669
-306.0384216,322.3026733
-424.9180298,335.3544312
-523.5966797,350.787262
-584.1695557,368.3067017
-600.1802979,386.5922241
-585.7435913,407.0071716
-562.4263306,427.5331726
-535.5199585,447.7903137
-510.11026,467.6096191
-500.0828247,487.477417
-497.9033508,506.526886
-505.672699,525.2091675
-530.9433594,541.4204712
-571.711792,553.4696655
-629.1525879,565.7219238
-678.130188,580.2655029
-705.9196167,592.8562622
-723.4113159,605.163208
-745.9945068,616.9327393
-755.0745239,629.0535889
-724.7578125,639.7431641
-650.8432007,650.0147095
-564.2559814,658.2720947
-500.8297424,668.1052246
-474.8437805,678.0634155
-512.24646,689.0251465
-580.1228027,700.784729
-664.7462769,713.9938965
-729.6962891,728.8791504
-727.0582275,744.263855
-716.4919434,761.3179932
-664.06427,779.6337891
-611.6563721,794.8803711
-557.6448364,811.1256104
-504.5508118,823.6723633
-457.2786865,835.0093994
-409.7577515,845.7441406
-369.384613,856.5691528
