0,-1268932,-63.028538,-30.092545,0,-0.678422,0,0
1,-3772951,-187.404510,-100.193176,11956050,-4.008195,0,8
2,-3806227,-189.057358,-136.114563,40062481,-12.288151,0,8
3,-3839844,-190.727127,-177.646362,84622017,-28.180206,0,12
4,-3873522,-192.399933,-220.461334,145939382,-53.405388,0,12
5,-3906969,-194.061264,-228.118591,224304765,-87.447083,0,13
6,-3940490,-195.726273,-182.049927,-293547096,-125.353745,0,13
7,-3974009,-197.391174,-188.839844,-177171021,-160.524506,0,13
8,-4007900,-199.074554,-192.507019,-110476045,-185.620605,0,13
9,-4041739,-200.755356,-194.481201,-74312530,-195.550293,0,13
10,-4074353,-202.375320,-198.939087,-56390219,-189.068115,0,13
11,-4089830,-203.144058,-211.511230,-48445194,-170.891937,0,13
12,-3973052,-197.343643,-206.758301,-44631393,-148.582825,0,13
13,-3521893,-174.934326,-188.416565,-41440405,-129.566986,0,13
14,-2767117,-137.444199,-159.252350,-38069685,-117.964905,0,13
15,-1951932,-96.953514,-127.083282,-32198103,-112.988129,0,13
16,-1259697,-62.569832,-101.353577,-19870619,-109.347488,0,13
17,-759096,-37.704708,-61.860657,43688956,-99.814163,0,13
18,-437391,-21.725447,-31.707214,56380654,-79.140900,0,13
19,-246284,-12.233059,-12.341240,-73979034,-46.457642,0,13
20,-138673,-6.887963,-5.511383,97820247,-6.036148,0,13
21,-79648,-3.956159,-6.203202,62248832,34.739883,0,13
22,-46586,-2.313952,-5.238459,-80680421,68.109962,0,13
23,-27826,-1.382132,-4.862267,69109050,88.861145,0,13
24,-17296,-0.859102,-1.413218,-9780779,96.062195,0,13
25,-11542,-0.573297,0.283623,14736618,92.730087,0,13
26,-8506,-0.422498,1.613550,-31731981,84.204803,0,13
27,-6494,-0.322560,0.100747,-67383586,75.710587,0,13
28,-5195,-0.258038,-1.464236,-18364621,70.641663,0,13
29,-4332,-0.215173,-1.302815,-16828459,69.772156,0,13
30,-3856,-0.191530,-0.654288,4560730,71.707611,0,13
31,-3818,-0.189642,0.790770,46426888,74.062439,0,13
32,-3511,-0.174393,0.321256,-42933003,74.764267,0,13
33,-3124,-0.155171,-0.032224,-44034118,72.980423,0,13
34,-2825,-0.140319,-0.580429,29489815,69.203506,0,13
35,-2818,-0.139972,-0.517378,39716366,64.777634,0,13
36,-3085,-0.153234,-0.124523,14756877,61.057159,0,13
37,-2951,-0.146578,-0.033612,-41482965,58.777710,0,13
38,-2573,-0.127802,0.158032,-26074640,57.828751,0,13
39,-2225,-0.110517,-0.140316,32395150,57.483490,0,13
40,-2253,-0.111908,-0.177241,49968014,56.899460,0,13
41,-2640,-0.131130,-0.299720,-18928327,55.543449,0,13
42,-2526,-0.125468,-0.153278,-9134494,53.396988,0,13
43,-2173,-0.107934,-0.020209,41133078,50.834747,0,13
44,-1878,-0.093281,-0.042155,-12546728,48.359344,0,13
45,-1950,-0.096858,-0.055075,19385665,46.325142,0,13
46,-2332,-0.115832,-0.188448,19089946,44.804184,0,13
47,-2224,-0.110467,-0.128690,15394536,43.621101,0,13
48,-1881,-0.093430,-0.122179,14088543,42.490036,0,13
49,-1605,-0.079721,-0.060229,16258181,41.181641,0,13
50,-1683,-0.083596,-0.062327,22541730,39.613548,0,13
51,-2031,-0.100881,-0.092796,32593430,37.859634,0,13
52,-1935,-0.096112,-0.091232,44355492,36.077049,0,13
53,-1680,-0.083447,-0.116356,53828072,34.414246,0,13
54,-1428,-0.070930,-0.077899,-56339151,32.943207,0,13
55,-1458,-0.072420,-0.080452,30644320,31.640739,0,13
56,-1799,-0.089357,-0.064527,23903958,30.422333,0,13
57,-1749,-0.086874,-0.077739,-21982631,29.193993,0,13
58,-1501,-0.074555,-0.084119,-1139136,27.901356,0,13
59,-1251,-0.062138,-0.076619,19031191,26.545925,0,13
60,-1274,-0.063280,-0.078092,-5767072,25.172646,0,13
61,-1545,-0.076741,-0.062693,18989459,23.838398,0,13
62,-1511,-0.075052,-0.068548,-39213366,22.581512,0,13
63,-1322,-0.065664,-0.063139,-50733250,21.408039,0,13
64,-1128,-0.056028,-0.067511,-12982774,20.295364,0,13
65,-1141,-0.056674,-0.065392,19300427,19.210342,0,13
66,-1361,-0.067602,-0.062810,-11128889,18.126957,0,13
67,-1354,-0.067254,-0.062794,-6656168,17.037453,0,13
68,-1243,-0.061740,-0.058252,-18515542,15.951565,0,13
69,-1036,-0.051459,-0.059432,-48791425,14.887791,0,13
70,-1050,-0.052154,-0.056867,32651375,13.862610,0,13
71,-1310,-0.065068,-0.061630,39800519,12.882746,0,13
72,-1352,-0.067155,-0.061092,-21759410,11.944370,0,13
73,-1290,-0.064075,-0.060375,-27287442,11.036947,0,13
74,-1070,-0.053147,-0.059640,855329,10.149843,0,13
75,-1010,-0.050167,-0.057689,-51476987,9.277191,0,13
76,-1267,-0.062933,-0.060513,50946858,8.419579,0,13
77,-1383,-0.068694,-0.060894,-3382398,7.582243,0,13
78,-1305,-0.064820,-0.060601,-18783288,6.771368,0,13
79,-1151,-0.057171,-0.060527,49019801,5.990864,0,13
80,-1131,-0.056177,-0.062871,33539217,5.240735,0,13
81,-1329,-0.066012,-0.064202,-28366804,4.517879,0,13
82,-1363,-0.067701,-0.062517,6319461,3.818098,0,13
83,-1318,-0.065466,-0.063630,-37903842,3.138166,0,13
84,-1177,-0.058462,-0.061978,-44302061,2.477118,0,13
85,-1134,-0.056326,-0.061588,-42814457,1.836057,0,13
86,-1270,-0.063082,-0.061279,-40370519,1.217094,0,13
87,-1338,-0.066459,-0.062803,-39225915,0.621828,0,13
88,-1285,-0.063827,-0.062203,-41246577,0.050626,0,13
89,-1116,-0.055432,-0.059565,-47044218,-0.497501,0,13
90,-1066,-0.052949,-0.058265,-54829843,-1.024294,0,13
91,-1218,-0.060499,-0.059202,51437812,-1.531468,0,13
92,-1294,-0.064274,-0.059654,48068673,-2.020039,0,13
93,-1173,-0.058264,-0.057309,48637583,-2.490153,0,13
94,-955,-0.047435,-0.054384,51950923,-2.941388,0,13
